Date of Service,System Address,System Capacity kW-DC,meta_row_index,meta_row_id,Georeference System Address
02/21/2017 12:00:00 AM,1306 SILK OAK DR,3.4,736,b5511fb4a1a86b826d0d6c894ca842ea9c47758f,"1306 SILK OAK DR
Fort Collins, Colorado
(40.518758, -105.054413)"
02/04/2019 12:00:00 AM,3307 PEPPERWOOD LN,15.3,1349,b9ad0c285cbde58526b602cd6445284be957e659,"3307 PEPPERWOOD LN
Fort Collins, Colorado
(40.542676, -105.052092)"
04/30/2015 12:00:00 AM,2517 MATHEWS ST,3.4,377,5431a1e60804f71fbace0ed7ff8854402b8c25fb,"2517 MATHEWS ST
Fort Collins, Colorado
(40.552584, -105.07419)"
01/23/2018 12:00:00 AM,3521 SHALLOW POND DR,12.7,990,6241d5f87bc8311fae778b07cfa9fd0c1a55d3f0,"3521 SHALLOW POND DR
Fort Collins, Colorado
(40.503056, -105.010971)"
01/25/2018 12:00:00 AM,2943 REDBURN DR,9.8,996,057c786b8604277866026074a7b387710d9cd1ea,"2943 REDBURN DR
Fort Collins, Colorado
(40.53354, -105.022006)"
08/15/2013 12:00:00 AM,508 JANSEN DR,9.8,230,e629a1bcdb1958ee71a0a553acfb1f23ba3b3dfe,"508 JANSEN DR
Fort Collins, Colorado
(40.48515, -105.085422)"
04/08/2015 12:00:00 AM,221 N WHITCOMB ST,5.8,362,76a0a652c3ab698023f1cfcb5b8ccfafaa3216f0,"221 N WHITCOMB ST
Fort Collins, Colorado
(40.589962, -105.086052)"
11/02/2015 12:00:00 AM,5620 CARDINAL FLOWER CT,4.8,451,e0341fbc49b29b047e20d4fd06bc684beb4c5f73,"5620 CARDINAL FLOWER CT
Fort Collins, Colorado
(40.508317, -105.019163)"
11/08/2010 12:00:00 AM,6037 AUBURN DR,2.9,76,db59ec0f8bc29d1e3576cb24ce49038ac4f93744,"6037 AUBURN DR
Fort Collins, Colorado
(40.5026, -105.06994)"
06/08/2016 12:00:00 AM,1916 OAKWOOD DR,2.8,567,aea830e27d1d58cbe1dfe484538df0fced9c317c,"1916 OAKWOOD DR
Fort Collins, Colorado
(40.571089, -105.112187)"
10/14/2005 12:00:00 AM,1427 W MOUNTAIN AVE,3,7,c23c92f258ce7dacb844b583f85375316677a266,"1427 W MOUNTAIN AVE
Fort Collins, Colorado
(40.587075, -105.102925)"
08/08/2018 12:00:00 AM,371 STONEY BROOK RD,5.4,1144,9631b7bbbfde32c209322ea53991bbdfb6ad465b,"371 STONEY BROOK RD
Fort Collins, Colorado
(40.489301, -105.071821)"
02/19/2014 12:00:00 AM,2203 COCKLEBUR LN,4.6,245,71abd69272dbce16ab9322ea88469012d0d3c1fa,"2203 COCKLEBUR LN
Fort Collins, Colorado
(40.558922, -105.036709)"
02/22/2017 12:00:00 AM,2709 INDIAN PEAKS PL,4.5,737,9b79985b717218d95990c8097c09ead9f013099c,"2709 INDIAN PEAKS PL
Fort Collins, Colorado
(40.562685, -105.126508)"
06/27/2014 12:00:00 AM,2531 HOLLINGBOURNE DR,6.6,318,873dd5b6c7db340191181ace310e972bf60be78b,"2531 HOLLINGBOURNE DR
Fort Collins, Colorado
(40.564016, -105.123868)"
03/08/2016 12:00:00 AM,519 DENNISON AVE,5.1,509,7cb34c349c7ab65bf9877d8f6968bb6ad2bb987c,"519 DENNISON AVE
Fort Collins, Colorado
(40.534271, -105.0854)"
09/08/2017 12:00:00 AM,2836 EDINBURGH CT,6.4,880,1a6a79781bf2ee392779ec55054df9a5e9ae38e4,"2836 EDINBURGH CT
Fort Collins, Colorado
(40.549317, -105.061761)"
06/23/2009 12:00:00 AM,1305 S MASON ST,18.9,39,23d1080cf81b3022001ec4bf76d4679c9340700f,"1305 S MASON ST
Fort Collins, Colorado
(40.571209, -105.079076)"
10/21/2016 12:00:00 AM,1337 STONEHENGE DR,6.3,649,380cbbc6f9bbfd07825311f371b0354389e3e361,"1337 STONEHENGE DR
Fort Collins, Colorado
(40.56138, -105.052478)"
03/27/2018 12:00:00 AM,202 CLEOPATRA ST,6,1043,a47e12329d76018cea5bec85e0ddf9d4a3ff17cc,"202 CLEOPATRA ST
Fort Collins, Colorado
(40.48634, -105.0804)"
09/25/2015 12:00:00 AM,1901 BEAR CT,2.9,434,716d57817acfc24c88a427dd0095c5a8105a58ad,"1901 BEAR CT
Fort Collins, Colorado
(40.56204, -105.052391)"
06/22/2011 12:00:00 AM,1231 LIVE OAK CT,3.1,98,1899a50d393a9fa3f3a739758ed582dd8bc58de2,"1231 LIVE OAK CT
Fort Collins, Colorado
(40.517579, -105.054519)"
08/11/2016 12:00:00 AM,325 PEARL ST,7.6,616,5d7c3786b34394dad477ad45cab9fa2db760c219,"325 PEARL ST
Fort Collins, Colorado
(40.592557, -105.097255)"
05/03/2014 12:00:00 AM,2615 MARSHFIELD LN,3,303,746aef7c4a5d13293dca7cc7d99b420ea26f31ca,"2615 MARSHFIELD LN
Fort Collins, Colorado
(40.623266, -105.037837)"
07/03/2018 12:00:00 AM,1192 TEAKWOOD DR,7.5,1122,5cef405314f9ca3e3e266c9dbd7262e14d23061b,"1192 TEAKWOOD DR
Fort Collins, Colorado
(40.55751, -105.054839)"
03/26/2014 12:00:00 AM,7300 SILVER MOON LN,5.5,271,34ff0162e6e5925f100607411fdfda50a1e7262b,"7300 SILVER MOON LN
Fort Collins, Colorado
(40.484979, -105.050402)"
05/21/2013 12:00:00 AM,1949 DORSET DR,4.9,208,81e2a8034aada4ad95202ca28cff026675a87cca,"1949 DORSET DR
Fort Collins, Colorado
(40.561725, -105.123622)"
07/21/2016 12:00:00 AM,514 MUSKEGON CT,6.2,599,d48526e722aa306d7421b5df53ae78982dd8d501,"514 MUSKEGON CT
Fort Collins, Colorado
(40.59427, -105.042677)"
12/27/2018 12:00:00 AM,2631 HOLLINGBOURNE DR,5.1,1307,1ea1508af93c930d55d5cd815974db4a4b9e4c92,"2631 HOLLINGBOURNE DR
Fort Collins, Colorado
(40.563538, -105.125311)"
08/02/2017 12:00:00 AM,6726 SNOWDON DR,5.9,863,a6e4a87bf8c57c9706dc65b1364330d6b7d99aba,"6726 SNOWDON DR
Fort Collins, Colorado
(40.49153, -105.101845)"
09/05/2018 12:00:00 AM,319 SPINNAKER LN,7,1175,72471a47b605b9eeebdd37649af540508b0e66c4,"319 SPINNAKER LN
Fort Collins, Colorado
(40.534402, -105.071336)"
09/19/2017 12:00:00 AM,2714 HOLLY ST,4.8,890,db5a7a6d85244f7b075f7b2c801bad791731d799,"2714 HOLLY ST
Fort Collins, Colorado
(40.565418, -105.128726)"
12/09/2015 12:00:00 AM,3521 ROCKY STREAM DR,9.8,477,5f3d26d3d2f0ba0afcc2299bc427290162f2db7a,"3521 ROCKY STREAM DR
Fort Collins, Colorado
(40.501786, -105.010655)"
05/23/2017 12:00:00 AM,25 S TAFT HILL RD,3,811,54f3c5c2bea1e9386376661accbe5ebe81aa0c84,"25 S TAFT HILL RD
Fort Collins, Colorado
(40.587061, -105.114914)"
05/28/2015 12:00:00 AM,2321 CHANDLER ST,4.8,387,570f25d6f2394daf6f3af547d55ba43928f7cbdb,"2321 CHANDLER ST
Fort Collins, Colorado
(40.501556, -105.034652)"
02/23/2016 12:00:00 AM,1515 PURPLE SAGE CT,6.1,494,4a23ed0c849f1b422cf1a956e2ae6d7447163164,"1515 PURPLE SAGE CT
Fort Collins, Colorado
(40.534811, -105.104005)"
05/14/2018 12:00:00 AM,509 SUNDOWN CT,7.9,1080,80a1741eef648113d156551308e0494c07967136,"509 SUNDOWN CT
Fort Collins, Colorado
(40.499732, -105.085597)"
09/02/2016 12:00:00 AM,1604 LAYLAND CT,7.5,631,cd14126f375e6da2e82857a847dbe6f8ba417a1a,"1604 LAYLAND CT
Fort Collins, Colorado
(40.589912, -105.106009)"
03/23/2017 12:00:00 AM,2313 CEDARWOOD DR,2.1,758,622c1bbc3d1d7d6255a75a5987331cdbcf0d2464,"2313 CEDARWOOD DR
Fort Collins, Colorado
(40.565012, -105.119199)"
01/23/2019 12:00:00 AM,824 BREAKWATER DR,11.9,1339,7e0c6ac5bbc4e6ff382422a7d0321592914909f1,"824 BREAKWATER DR
Fort Collins, Colorado
(40.529276, -105.061988)"
01/22/2015 12:00:00 AM,255 URBAN PRAIRIE ST,10,345,05098ecb5c51cf014c3cbe834a4e695d4e455a9e,"255 URBAN PRAIRIE ST
Fort Collins, Colorado
(40.609687, -105.080306)"
07/28/2017 12:00:00 AM,2537 RIDGE CREEK RD,5.9,858,2e69eaaf86067bdf31598d728b99b8600675719e,"2537 RIDGE CREEK RD
Fort Collins, Colorado
(40.518102, -105.030737)"
04/14/2015 12:00:00 AM,2332 SWEETWATER CREEK DR,5.2,367,39d0657d64967d54f48e787bfbccc14dca032cd4,"2332 SWEETWATER CREEK DR
Fort Collins, Colorado
(40.513078, -105.034217)"
05/10/2016 12:00:00 AM,3221 BURNING BUSH CT,3.9,552,ac3eb884df3a220716f617ffbd76114601839cbd,"3221 BURNING BUSH CT
Fort Collins, Colorado
(40.57134, -105.136186)"
04/08/2016 12:00:00 AM,2602 WALKALOOSA WAY,1.5,535,85fe038fc72710fbe92c4712124afdd6c447cb26,"2602 WALKALOOSA WAY
Fort Collins, Colorado
(40.555692, -105.029339)"
05/26/2017 12:00:00 AM,2537 ORCHARD PL,13.5,816,02ab34b2ff072f148b204bb74f58dfab35df06fa,"2537 ORCHARD PL
Fort Collins, Colorado
(40.578508, -105.124478)"
07/13/2011 12:00:00 AM,3308 GRAND CANYON CT,3.8,103,ef6bb081fee618b1d7faa074e4636bfdaf2ab7b8,"3308 GRAND CANYON CT
Fort Collins, Colorado
(40.531914, -105.015713)"
08/03/2016 12:00:00 AM,3200 EAGLE DR,4.2,609,ee233e3fb6f8a286b357e3866a51ca5dfc2d9a78,"3200 EAGLE DR
Fort Collins, Colorado
(40.543197, -105.083065)"
07/21/2014 12:00:00 AM,899 RIVERSIDE AVE,10.8,323,75d34007f283b666ec52da4a1e48d966b0c9840c,"899 RIVERSIDE AVE
Fort Collins, Colorado
(40.580019, -105.060992)"
07/19/2016 12:00:00 AM,3109 MUSKRAT CREEK DR,3.2,594,a1d9625dfdf0ad16ac37a15bf24ddf54c32bb9b7,"3109 MUSKRAT CREEK DR
Fort Collins, Colorado
(40.507448, -105.019029)"
08/07/2012 12:00:00 AM,615 AGATE CT,4.3,140,404a692b88fa722b861fd088cb16c9c908657500,"615 AGATE CT
Fort Collins, Colorado
(40.487046, -105.08729)"
05/11/2017 12:00:00 AM,2309 STRAWFORK DR,7.2,799,92512d67c3b94a485a2037d8b404c95e988e8df1,"2309 STRAWFORK DR
Fort Collins, Colorado
(40.556686, -105.035516)"
06/03/2013 12:00:00 AM,720 ROMA VALLEY DR,6.4,213,fdd1d880568d84c3834731ddc024dd0bc36e8d9b,"720 ROMA VALLEY DR
Fort Collins, Colorado
(40.510609, -105.064864)"
08/23/2018 12:00:00 AM,1008 FENWICK DR,3.6,1162,982d5aa9130be759781230190c8ef71e56eb63ae,"1008 FENWICK DR
Fort Collins, Colorado
(40.600614, -105.004379)"
02/07/2017 12:00:00 AM,2121 YEARLING DR,6.5,726,ebe6802a1399ad13f9e5169f0fef0b71f33f6757,"2121 YEARLING DR
Fort Collins, Colorado
(40.558949, -105.034524)"
08/25/2016 12:00:00 AM,1044 BERWICK CT,2.6,621,2e7e64a79b671c274d77d2ea15097f59bbf4b98d,"1044 BERWICK CT
Fort Collins, Colorado
(40.600894, -105.002551)"
04/22/2011 12:00:00 AM,1921 WALLENBERG DR,3.2,91,fdb40a2cd4a466b7617d73cf46b1ff3c6a0b6ff0,"1921 WALLENBERG DR
Fort Collins, Colorado
(40.563486, -105.08869)"
01/12/2016 12:00:00 AM,2830 MICHENER DR,6.3,483,7b58365748dae5c201409d7e22f349aeb82728a5,"2830 MICHENER DR
Fort Collins, Colorado
(40.548635, -105.12968)"
07/11/2017 12:00:00 AM,3243 KINGFISHER CT,7.3,848,a2cb8f9f2c9b6faba9de3feebdc93ed9d2573299,"3243 KINGFISHER CT
Fort Collins, Colorado
(40.502903, -105.017649)"
12/23/2016 12:00:00 AM,309 URBAN PRAIRIE ST,5.6,700,aa86c9080afc54a27672845330ad1cd43d8b248c,
03/29/2016 12:00:00 AM,2202 NANCY GRAY AVE,3,520,c71a9b5e6b1d6e2c4b1d117a016339b4a6078dbb,"2202 NANCY GRAY AVE
Fort Collins, Colorado
(40.558102, -105.036634)"
09/01/2010 12:00:00 AM,2642 MIDPOINT DR,5.4,66,26ced060a92f97002baf846966c790a6e4a8880a,"2642 MIDPOINT DR
Fort Collins, Colorado
(40.560104, -105.028627)"
02/12/2014 12:00:00 AM,2013 BENNINGTON CIR,8.8,240,66dde4929eeb1bba84da54a2afcc5cb78b2789f5,"2013 BENNINGTON CIR
Fort Collins, Colorado
(40.561125, -105.111718)"
02/27/2014 12:00:00 AM,1508 BANYAN DR,8.1,251,2cecf8ae3041b6b33983e6a6e8837ede5ce35488,"1508 BANYAN DR
Fort Collins, Colorado
(40.569035, -105.135995)"
01/09/2019 12:00:00 AM,3361 GUNNISON DR,7.2,1325,e7e1c233128df8f1c69a8f72acd7ea0b89f7c2f4,"3361 GUNNISON DR
Fort Collins, Colorado
(40.542906, -105.094225)"
03/05/2018 12:00:00 AM,533 WALHALLA CT,5.1,1029,c07f7d4bbe7e54ade0385c45a7a0c2e7e3f40b3e,"533 WALHALLA CT
Fort Collins, Colorado
(40.594495, -105.041686)"
09/22/2017 12:00:00 AM,1056 BRIARWOOD RD,6,895,6ac8ccee9d8a2a92c13b1562a27327fa5700eb58,"1056 BRIARWOOD RD
Fort Collins, Colorado
(40.572246, -105.117568)"
08/15/2018 12:00:00 AM,5421 BELVEDERE PL,7.7,1149,300e889792ddb3629c56ecbf7f58a1fcabaaf763,"5421 BELVEDERE PL
Fort Collins, Colorado
(40.511418, -105.062135)"
01/02/2018 12:00:00 AM,2645 MILTON LN,3.3,964,36f0414a7941a4f51407a0c5de5d4e121d97c617,"2645 MILTON LN
Fort Collins, Colorado
(40.623788, -105.033006)"
08/29/2016 12:00:00 AM,3201 NORWOOD CT,5,626,8cd8cdb079d9e724821167a6107cb1c7bcb778ab,"3201 NORWOOD CT
Fort Collins, Colorado
(40.543862, -105.045542)"
10/20/2017 12:00:00 AM,225 GREEN LEAF ST,6.4,915,6bfaf98833f62a3c822014384a5afa37804920f5,"225 GREEN LEAF ST
Fort Collins, Colorado
(40.610198, -105.078851)"
01/31/2019 12:00:00 AM,1424 HUMMEL LN,8.5,1344,ef6f43934419b55133ea0ad9372c404e8878854e,"1424 HUMMEL LN
Fort Collins, Colorado
(40.509651, -105.051931)"
04/06/2017 12:00:00 AM,1339 BANYAN DR,5.3,769,91aa8b841cfb29c58e0be1466a9dd6cf63dffe21,"1339 BANYAN DR
Fort Collins, Colorado
(40.571388, -105.136744)"
12/04/2017 12:00:00 AM,2463 IOWA DR,7,943,282f4d3ab060705fe90bbacc265b32a2475906ba,"2463 IOWA DR
Fort Collins, Colorado
(40.554342, -105.03528)"
02/27/2018 12:00:00 AM,3007 COLT CT,7.2,1022,6c59feded5e225c57f183a20bb50754c3af27640,"3007 COLT CT
Fort Collins, Colorado
(40.546106, -105.088308)"
12/20/2018 12:00:00 AM,1803 GLOBE CT,9.5,1293,e4cc8cd00dc9be28da73139aff41e5f905f82763,"1803 GLOBE CT
Fort Collins, Colorado
(40.51209, -105.044521)"
11/22/2016 12:00:00 AM,815 PETERSON ST,2.6,668,69efd5e21066cfc8e3c1a6bf38aedc36d082c2fb,"815 PETERSON ST
Fort Collins, Colorado
(40.576067, -105.071976)"
09/18/2012 12:00:00 AM,950 SOUTHRIDGE GREENS BLVD,4.1,155,1cd3191d789f262ba90c05aa2d9ada04676897aa,"950 SOUTHRIDGE GREENS BLVD
Fort Collins, Colorado
(40.509225, -105.060521)"
04/03/2013 12:00:00 AM,4207 WESTSHORE WAY,3,198,ffcc54584632f92c1d10ee6e8fa491f45a56dc7d,"4207 WESTSHORE WAY
Fort Collins, Colorado
(40.529604, -105.066182)"
09/14/2018 12:00:00 AM,4143 TANAGER ST,6,1177,bc8fbf14a7fae4295f77957b35a04445e2341a44,"4143 TANAGER ST
Fort Collins, Colorado
(40.529208, -105.081689)"
08/15/2011 12:00:00 AM,5846 S COLLEGE AVE,10.1,108,f4b1ef77208870eb32dda6a2e34b353e76241888,"5846 S COLLEGE AVE
Fort Collins, Colorado
(40.504729, -105.077374)"
09/29/2014 12:00:00 AM,6106 NORMANDY CT,9.6,330,0309235e091d798358ed6324f4c22754d724298e,"6106 NORMANDY CT
Fort Collins, Colorado
(40.501666, -105.062427)"
11/24/2015 12:00:00 AM,2621 WALKALOOSA WAY,1.5,462,7b69dc61276487e3c3c108884408b2e6bcb3df3c,"2621 WALKALOOSA WAY
Fort Collins, Colorado
(40.555219, -105.028757)"
11/20/2017 12:00:00 AM,225 GREEN LEAF ST,6.4,932,1088fa05b12d91eb74470c6bb075fb5f8685bd98,"225 GREEN LEAF ST
Fort Collins, Colorado
(40.610198, -105.078851)"
04/19/2018 12:00:00 AM,223 WEST ST,5.2,1061,5981c67d12002704974b977866fc713469f7ce8c,"223 WEST ST
Fort Collins, Colorado
(40.58995, -105.094191)"
06/20/2018 12:00:00 AM,912 SCENIC DR,7.2,1112,68228e67b4e7957c095a4d232169f9d21321f510,"912 SCENIC DR
Fort Collins, Colorado
(40.506587, -105.093469)"
10/18/2017 12:00:00 AM,3042 INDIGO CIR N,6.6,912,82d143fb6ef00aebcdaee7fb169ebc5d25ccfa9b,"3042 INDIGO CIR N
Fort Collins, Colorado
(40.519266, -105.020797)"
12/09/2016 12:00:00 AM,2919 VIRGINIA DALE DR,7,685,70598293d01d74582796f319708613c62deccbbf,"2919 VIRGINIA DALE DR
Fort Collins, Colorado
(40.570569, -105.130836)"
03/29/2016 12:00:00 AM,2736 MAROON CT,5.4,521,cebc31da494f51489add23912efc864ecd4f13d9,"2736 MAROON CT
Fort Collins, Colorado
(40.543045, -105.025959)"
08/31/2018 12:00:00 AM,421 N SHERWOOD ST,3.2,1171,de77c1cdd0807c31b85874d8e5ffa4af1130783c,"421 N SHERWOOD ST
Fort Collins, Colorado
(40.593073, -105.084226)"
01/18/2018 12:00:00 AM,225 GREEN LEAF ST,6.4,983,6b1d850fa2d0443c847285e20c295259ad75ee9f,"225 GREEN LEAF ST
Fort Collins, Colorado
(40.610198, -105.078851)"
10/17/2018 12:00:00 AM,3143 TWIN WASH SQ,7.3,1198,a47eb76869a96c15f1e55aefeadabc6b2d59c18e,"3143 TWIN WASH SQ
Fort Collins, Colorado
(40.504796, -105.018616)"
04/09/2012 12:00:00 AM,5328 PARADISE LN,4.7,130,3e3c5727607d000353f641edee7a7c5313100436,"5328 PARADISE LN
Fort Collins, Colorado
(40.512139, -105.088879)"
06/17/2015 12:00:00 AM,2532 MARSHFIELD LN,2.5,399,004ce36a8579c7f972851b2084e4b564c0714c81,"2532 MARSHFIELD LN
Fort Collins, Colorado
(40.622686, -105.037837)"
12/20/2017 12:00:00 AM,2709 AUTUMN HARVEST WAY,5.4,959,ba79ae9d36e858cd4e2c55be1ef7596ff9be068f,"2709 AUTUMN HARVEST WAY
Fort Collins, Colorado
(40.514769, -105.027072)"
10/26/2018 12:00:00 AM,3903 GRAND CANYON ST,9.8,1213,54b4f21d68a49accb7853701a3c886434c937f05,"3903 GRAND CANYON ST
Fort Collins, Colorado
(40.532545, -105.019451)"
04/05/2017 12:00:00 AM,1648 STREAMSIDE DR,11.5,768,0ae4e40529768c553d542c63c40be00f6f0da764,"1648 STREAMSIDE DR
Fort Collins, Colorado
(40.483565, -105.047551)"
06/12/2017 12:00:00 AM,3509 SHALLOW POND DR,7.2,827,78223d97d69a867f63da6762d403c93deaca9234,"3509 SHALLOW POND DR
Fort Collins, Colorado
(40.503084, -105.011463)"
09/19/2016 12:00:00 AM,2631 SHADOW CT,6.2,636,43f3333f287d14925c17da992ba923b29a886015,"2631 SHADOW CT
Fort Collins, Colorado
(40.551289, -105.0481)"
03/27/2018 12:00:00 AM,7108 BRITTANY DR,7.3,1044,f4be650c4ab74be61ac080accd5f11206d3b35df,"7108 BRITTANY DR
Fort Collins, Colorado
(40.487356, -105.06127)"
12/21/2016 12:00:00 AM,1438 FORRESTAL DR,6.4,695,23f76b18a38278aaf3876c40699ff11d36e1c6e2,"1438 FORRESTAL DR
Fort Collins, Colorado
(40.492636, -105.103906)"
11/13/2018 12:00:00 AM,2121 BRIGHTWATER DR,3,1245,5ddb6c14f9555c0e018daca4a1575cf53208d9e7,"2121 BRIGHTWATER DR
Fort Collins, Colorado
(40.627944, -105.038097)"
04/25/2018 12:00:00 AM,3506 CAMELOT DR,3.6,1066,a14e39f7614689d1e3dc308ec8f5d3571e33fd59,"3506 CAMELOT DR
Fort Collins, Colorado
(40.539296, -105.061994)"
04/08/2014 12:00:00 AM,239 N MCKINLEY AVE,4.8,278,72bed4e1bbfac3f9af3b4b1a1e59d5583bb482fd,"239 N MCKINLEY AVE
Fort Collins, Colorado
(40.59113, -105.100779)"
08/18/2017 12:00:00 AM,915 W MAGNOLIA ST,3.6,868,75fa6f5e066991fc616c787d5eacbb0fef38a90b,"915 W MAGNOLIA ST
Fort Collins, Colorado
(40.582933, -105.09204)"
04/19/2017 12:00:00 AM,3414 GOLDEN CURRANT BLVD,7.6,780,b6df78e21c0c4e2eceebfe7bc54ff7929498d92a,"3414 GOLDEN CURRANT BLVD
Fort Collins, Colorado
(40.56989, -105.140625)"
11/03/2015 12:00:00 AM,2413 HOLLINGBOURNE DR,7.2,455,26019d6e24cf3bcd36d9fc1105d2148d440e455d,"2413 HOLLINGBOURNE DR
Fort Collins, Colorado
(40.564563, -105.121313)"
09/12/2017 12:00:00 AM,438 HOUGHTON CT,5.4,883,32cf32c7abea176eb31682d540f8fdeaab6438a0,"438 HOUGHTON CT
Fort Collins, Colorado
(40.592972, -105.042033)"
02/16/2018 12:00:00 AM,713 WOODLAND WAY,3.2,1015,aeb734b6b6985c3d02a6940b74acd31d0bfd796e,"713 WOODLAND WAY
Fort Collins, Colorado
(40.524228, -105.089119)"
09/12/2018 12:00:00 AM,3621 LITTLE DIPPER DR,6.6,1176,b3d39b8c925114538a4afdd0e188b4e562183990,"3621 LITTLE DIPPER DR
Fort Collins, Colorado
(40.511485, -105.009559)"
06/26/2013 12:00:00 AM,2008 TURNBERRY RD,8.8,223,b2ea146c7eb9d61e89584837533d3efdb6f80637,"2008 TURNBERRY RD
Fort Collins, Colorado
(40.614494, -105.03861)"
08/03/2016 12:00:00 AM,2342 CEDARWOOD DR,2.9,608,54db0653ad6e59e82831b5b456234df96dec2c88,"2342 CEDARWOOD DR
Fort Collins, Colorado
(40.565136, -105.120245)"
06/16/2015 12:00:00 AM,2320 TARRAGON LN,6.3,394,86e5a3f370ac1094168921441ee76590cb3844d4,"2320 TARRAGON LN
Fort Collins, Colorado
(40.593756, -105.11871)"
01/19/2018 12:00:00 AM,2206 TIMBER CREEK DR,4.3,986,3d3b723fe5845b3d75240c2e8f1d326776edda17,"2206 TIMBER CREEK DR
Fort Collins, Colorado
(40.517497, -105.037526)"
05/03/2014 12:00:00 AM,412 E MULBERRY ST,5,306,6e2fdb8b5dc2956c36b3e03d29d80f31d48fe923,"412 E MULBERRY ST
Fort Collins, Colorado
(40.58147, -105.070841)"
05/24/2012 12:00:00 AM,2813 CHERRYSTONE PL,3.3,135,51a0659dc2a7c8a482d301719adcf33c103de6e7,"2813 CHERRYSTONE PL
Fort Collins, Colorado
(40.541002, -105.025263)"
06/21/2018 12:00:00 AM,2403 PALOMINO DR,1.5,1113,321ed51ac45c725c7ad3685fad77efc3041da571,"2403 PALOMINO DR
Fort Collins, Colorado
(40.554887, -105.029974)"
06/07/2016 12:00:00 AM,1305 GREEN ST,7,563,c6198fa4b1f126ca7f98542173e696fd54ac6f3d,"1305 GREEN ST
Fort Collins, Colorado
(40.569781, -105.062285)"
01/29/2018 12:00:00 AM,1631 KIRKWOOD DR,4.5,1000,2022d00693949f95a23e57bb1b77c3fb3a4cf4aa,"1631 KIRKWOOD DR
Fort Collins, Colorado
(40.559537, -105.046813)"
04/23/2014 12:00:00 AM,6537 SOUTHRIDGE GREENS BLVD,3.9,299,7736fd9295639940205873e0c2e2ada94cec946c,"6537 SOUTHRIDGE GREENS BLVD
Fort Collins, Colorado
(40.495028, -105.049989)"
07/03/2013 12:00:00 AM,3651 KECHTER RD,2.1,226,35048c92618e1f07c7af8605fba9016a6c3b6765,"3651 KECHTER RD
Fort Collins, Colorado
(40.50889, -105.00933)"
09/10/2004 12:00:00 AM,5400 ZIEGLER RD,3.6,3,aca8b89514085a1d80356190a9b79534ad432106,"5400 ZIEGLER RD
Fort Collins, Colorado
(40.513794, -105.019962)"
03/11/2019 12:00:00 AM,2303 FLAGSTAFF PL,7.2,1364,c5b56517a1b2c0404f92d689969d181bfc6db5eb,"2303 FLAGSTAFF PL
Fort Collins, Colorado
(40.625301, -105.035887)"
11/15/2018 12:00:00 AM,4001 SUNSTONE DR,6.7,1250,811b88fd55276172470014e4add57dd58117ee1e,"4001 SUNSTONE DR
Fort Collins, Colorado
(40.533338, -105.034827)"
03/17/2014 12:00:00 AM,2309 TARRAGON LN,3.9,267,d4729740b7f2048a8106d1c68cc28bd223ff5aec,"2309 TARRAGON LN
Fort Collins, Colorado
(40.59376, -105.118231)"
07/13/2017 12:00:00 AM,315 GREEN LEAF ST,8.5,851,459972b1ee05401d8d74feb7db554d90963a2c7b,
06/13/2018 12:00:00 AM,1543 BAYBERRY CIR,2.4,1102,7ba8ae3c822e2d7b890887dd49fa1df34ae7b537,"1543 BAYBERRY CIR
Fort Collins, Colorado
(40.608141, -105.068904)"
02/24/2016 12:00:00 AM,2269 BELLWETHER LN,4.3,505,e2b423d5070972805c64dfc1bff8bc17fb31c226,"2269 BELLWETHER LN
Fort Collins, Colorado
(40.594402, -105.117709)"
10/12/2015 12:00:00 AM,4118 MANHATTAN AVE,3.7,438,02f1b3ebd5b1293a8951091f55981374edae10de,"4118 MANHATTAN AVE
Fort Collins, Colorado
(40.530005, -105.084303)"
09/14/2015 12:00:00 AM,323 E MAGNOLIA ST,4.5,431,55d6ca5e0f9f7020244c7cbcf4ea85b0b7914dd9,"323 E MAGNOLIA ST
Fort Collins, Colorado
(40.582852, -105.072917)"
02/12/2014 12:00:00 AM,3130 PLACER ST,10,241,0b99f63eaa1980e476d9632f30aa51951f96171b,"3130 PLACER ST
Fort Collins, Colorado
(40.544875, -105.093262)"
11/19/2010 12:00:00 AM,2932 DES MOINES DR,2.7,80,69f751d43e095fa94a44fdebcfa44d222d10e754,"2932 DES MOINES DR
Fort Collins, Colorado
(40.547838, -105.026933)"
10/28/2016 12:00:00 AM,3531 TRADITION DR,5.2,653,8b5480fcb8472167a9042f42d09b460bea2b3547,"3531 TRADITION DR
Fort Collins, Colorado
(40.539632, -105.089726)"
10/27/2017 12:00:00 AM,117 COLUMBIA RD,6.1,922,670787228d21b3c6d43e8231406947530dfd2136,"117 COLUMBIA RD
Fort Collins, Colorado
(40.557581, -105.075502)"
10/31/2012 12:00:00 AM,2207 CRESTSTONE CT,2.9,167,f9b768ea33b96e27e2b79f50929e25dd98cca2f1,"2207 CRESTSTONE CT
Fort Collins, Colorado
(40.526675, -105.03625)"
06/05/2009 12:00:00 AM,1257 BELLEVIEW DR,1.6,35,e86c88476a4dd51fc066d2506bd454597bff496f,"1257 BELLEVIEW DR
Fort Collins, Colorado
(40.521506, -105.100316)"
11/02/2016 12:00:00 AM,2514 CLARION LN,4.2,658,914c007bfb2a72de58f69f88869db50033002017,"2514 CLARION LN
Fort Collins, Colorado
(40.622264, -105.032095)"
